index,Job Title,Salary in $,Rating,Company Name,Location,State,Size,Founded,Type of ownership,Industry,Sector,Revenue,,Competitors,Hourly,Employer provided,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
35,Data Scientist,112500,4.7,New England Biolabs,Ipswich, MA,350.5,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,"Thermo Fisher Scientific, Enzymatics, Illumina",0,0,85,140,112.5,New England Biolabs,MA,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
36,Web Data Analyst,106000,4.2,Clarity Insights,San Jose, CA,350.5,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,-1,0,0,77,135,106,Clarity Insights,CA,13,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,na,na
37,Data Scientist,107000,3.5,Esri,Redlands, CA,3000.5,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),,Pitney Bowes,0,0,82,132,107,Esri,CA,52,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,M
38,Data Scientist,110000,4.7,Systems & Technology Research,Woburn, MA,350.5,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,-1,0,0,83,137,110,Systems & Technology Research,MA,11,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,data scientist,na,P
39,Senior Data Scientist,147500,3.5,Sartorius,Fremont, CA,7500.5,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),,-1,0,0,115,180,147.5,Sartorius,CA,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
40,Data Engineer,106000,3.5,Lancer Insurance,Long Beach, NY,350.5,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),,-1,0,0,74,138,106,Lancer Insurance,NY,36,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
41,Data Analyst,88000,4.2,Sauce Labs,San Francisco, CA,350.5,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,"BrowserStack, Selenium Master, Perfecto Mobile",0,0,64,112,88,Sauce Labs,CA,13,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,analyst,na,na
43,Data Engineer,98500,3.6,Persivia,Marlborough, MA,NA,-1,Company - Private,-1,-1,Less than $1 million (USD),,-1,0,0,68,129,98.5,Persivia,MA,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
44,Data Scientist - Algorithms & Inference,142500,4.2,Nuna,San Francisco, CA,125.5,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,-1,0,0,110,175,142.5,Nuna,CA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
45,Scientist,82500,3.4,Edgewell Personal Care,Allendale, NJ,7500.5,2015,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),,"Unilever, Procter & Gamble, Henkel",0,0,52,113,82.5,Edgewell Personal Care,NJ,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
46,Senior Data Scientist,110000,4.3,Equity Residential,Chicago, IL,3000.5,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),,"UDR, AvalonBay Communities, Essex Property Trust",0,0,110,150,130,Equity Residential,IL,28,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,data scientist,sr,M
48,Data Scientist,160000,5,BPA Services,Washington, DC,NA,-1,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,-1,0,1,150,160,155,BPA Services,DC,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
49,Lead Data Scientist,184500,3.7,Visa Inc,Bellevue, WA,10000,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),,"American Express, Mastercard, Discover",0,0,158,211,184.5,Visa Inc.,WA,63,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,sr,na
50,Associate Data Analyst,29500,3.1,Intrado,Longmont, CO,7500.5,1986,Company - Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),,-1,0,0,20,39,29.5,Intrado,CO,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,M
51,Spectral Scientist/Engineer,86500,4.7,Centauri,Beavercreek, OH,750.5,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,"TASC, Vencore, Booz Allen Hamilton",0,0,56,117,86.5,Centauri,OH,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
52,College Hire - Data Scientist - Open to December 2019 Graduates,81000,3.7,Caterpillar,Peoria, IL,10000,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),,"John Deere, Komatsu, CNH Industrial",0,0,63,99,81,Caterpillar,IL,96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
54,Data Scientist,91000,3.8,Zimmerman Advertising,Fort Lauderdale, FL,750.5,1984,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,,-1,0,0,68,114,91,Zimmerman Advertising,FL,37,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
55,"Data Scientist, Office of Data Science",114500,3.3,Liberty Mutual Insurance,Boston, MA,10000,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,"Travelers, Allstate, State Farm",0,0,86,143,114.5,Liberty Mutual Insurance,MA,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
56,Data Science Analyst,68000,4.6,"Torch Technologies, Inc",Huntsville, AL,3000.5,2002,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,-1,0,0,41,95,68,"Torch Technologies, Inc.",AL,19,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
57,Data Scientist,115000,3.7,Swiss Re,Armonk, NY,10000,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),,"Munich Re, Hannover RE, SCOR",0,0,86,144,115,Swiss Re,NY,158,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
58,Data Scientist,109500,3.7,Northrop Grumman,San Diego, CA,10000,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,-1,0,0,80,139,109.5,Northrop Grumman,CA,82,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
59,Data Scientist,75500,3.5,Sartorius,Albuquerque, NM,7500.5,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),,-1,0,0,56,95,75.5,Sartorius,NM,151,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
60,Data Scientist,154500,4.1,Netskope,San Francisco, CA,750.5,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,"Skyhigh Networks, Zscaler, NortonLifeLock",0,0,120,189,154.5,Netskope,CA,9,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,data scientist,na,P
61,Data Scientist,143500,4.7,1904labs,Saint Louis, MO,125.5,2016,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,"Slalom, Daugherty Business Solutions",0,0,111,176,143.5,1904labs,MO,5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,data scientist,na,na
62,Data Scientist,73500,4.1,ClearOne Advantage,Baltimore, MD,750.5,2008,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,,-1,0,0,54,93,73.5,ClearOne Advantage,MD,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
63,Data Scientist,95000,3.4,CyrusOne,Dallas, TX,350.5,2000,Company - Public,Real Estate,Real Estate,$1 to $2 billion (USD),,"Digital Realty, CoreSite, Equinix",0,0,71,119,95,CyrusOne,TX,21,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,data scientist,na,na
65,Senior Data Scientist,107000,4.4,The David J. Joseph Company,Cincinnati, OH,350.5,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,,-1,0,0,82,132,107,The David J. Joseph Company,OH,136,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,sr,M
66,Data Scientist,115000,4.3,USEReady,New York, NY,350.5,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),,-1,0,0,84,146,115,USEReady,NY,10,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
67,Senior Risk Data Scientist,139500,3.8,Bill.com,Palo Alto, CA,750.5,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),,-1,0,0,107,172,139.5,Bill.com,CA,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
68,Data Scientist in Artificial Intelligence Early Career,67000,3.8,Pacific Northwest National Laboratory,Richland, WA,3000.5,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),,"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49,85,67,Pacific Northwest National Laboratory,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,na,M
70,Data Scientist,85000,3.8,DICK'S Sporting Goods - Corporate,Coraopolis, PA,10000,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),,"REI, Academy Sports + Outdoors, Cabela's",0,0,61,109,85,DICK'S Sporting Goods - Corporate,PA,73,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,na,M
72,Data Scientist,118000,2.8,Berg Health,Framingham, MA,125.5,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),,-1,0,0,88,148,118,Berg Health,MA,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
73,Data Scientist,79500,4.7,Oversight Systems,Atlanta, GA,125.5,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,-1,0,0,60,99,79.5,Oversight Systems,GA,18,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,data scientist,na,na
75,Data Scientist - Research,56500,3.1,C Space,Boston, MA,350.5,1999,Company - Public,Advertising & Marketing,Business Services,$100 to $500 million (USD),,"IDEO, Gongos, Inc., Ipsos",0,0,41,72,56.5,C Space,MA,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
76,Data Scientist,128500,3.2,"Numeric, LLC",Philadelphia, PA,NA,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,-1,0,0,96,161,128.5,"Numeric, LLC",PA,-1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
77,R&D Data Analysis Scientist,97500,4,HP Inc,Vancouver, WA,10000,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,-1,0,0,65,130,97.5,HP Inc.,WA,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
78,Analytics Consultant,66500,4.4,SpringML,Indianapolis, IN,NA,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,-1,0,0,52,81,66.5,SpringML,IN,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data analitics,na,na
79,"Director, Data Science",179500,3.6,Grainger,Lake Forest, IL,10000,1927,Company - Public,Wholesale,Business Services,$10+ billion (USD),,-1,0,0,139,220,179.5,Grainger,IL,94,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
80,Scientist,76000,2.7,EAG Laboratories,Maryland Heights, MO,750.5,1978,Subsidiary or Business Segment,Research & Development,Business Services,$50 to $100 million (USD),,-1,0,0,50,102,76,EAG Laboratories,MO,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
81,Data Scientist SR,112000,3.9,The Buffalo Group,Charlottesville, VA,750.5,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),,"ManTech, Booz Allen Hamilton, Leidos",0,0,85,139,112,The Buffalo Group,VA,11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,M
82,Data Scientist,98000,3.1,Carmeuse,Pittsburgh, PA,3000.5,1860,Company - Private,Mining,Mining & Metals,$1 to $2 billion (USD),,"Lhoist, Graymont, Sibelco Group",0,0,74,122,98,Carmeuse,PA,161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,M
83,R&D Sr Data Scientist,128000,4,HP Inc,Vancouver, WA,10000,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,-1,0,0,99,157,128,HP Inc.,WA,82,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,data scientist,sr,M
84,Customer Data Scientist/Sales Engineer (Bay,150500,4.3,h2o.ai,Mountain View, CA,350.5,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,-1,0,0,79,222,150.5,h2o.ai,CA,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,data scientist,na,P
85,Research Scientist,87500,1.9,GNS Healthcare,Cambridge, MA,125.5,2000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),,-1,0,0,57,118,87.5,GNS Healthcare,MA,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
86,Data Scientist,110000,3.3,Peraton,Chantilly, VA,3000.5,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),,-1,0,0,83,137,110,Peraton,VA,4,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,data scientist,na,na
87,Data Scientist,113500,4.4,Pactera,San Jose, CA,10000,1995,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),,"Infosys, EPAM, Accenture",0,0,86,141,113.5,Pactera,CA,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
88,Data Scientist,124000,3.9,Nurx,San Francisco, CA,125.5,2016,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),,-1,0,0,94,154,124,Nurx,CA,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
89,Jr. Business Data Analyst,56500,4.7,webfx.com,Harrisburg, PA,350.5,1997,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),,-1,0,0,37,76,56.5,webfx.com,PA,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,analyst,jr,na
90,Data Scientist,130000,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel, MD,7500.5,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),,"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",0,0,100,160,130,Johns Hopkins University Applied Physics Laboratory,MD,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
91,Data Analyst,77500,4.3,Productive Edge,Chicago, IL,125.5,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,"Numerator, Rise Interactive, Salom",0,0,55,100,77.5,Productive Edge,IL,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
92,Data Engineer,87000,4,Excella Consulting,Arlington, VA,350.5,2002,Company - Private,Consulting,Business Services,$50 to $100 million (USD),,-1,0,0,60,114,87,Excella Consulting,VA,19,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
93,Data Analyst,53500,4.4,Gensco,Tacoma, WA,750.5,1948,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),,-1,0,0,39,68,53.5,Gensco,WA,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
94,Staff Data Scientist - Technology,139000,3.2,Walmart,Plano, TX,10000,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),,"Target, Costco Wholesale, Amazon",0,0,106,172,139,Walmart,TX,59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
95,Data Scientist,114000,3.8,Logic,San Jose, CA,5100.5,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD),,-1,0,0,86,142,114,Logic20/20,CA,16,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,na,M
96,Data Scientist,85500,4.2,goTRG,Miami, FL,750.5,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),,-1,0,0,64,107,85.5,goTRG,FL,13,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
